subj_idx,rwd_prob,rwd_pen,response,rt,slxn_err,peak_V
2,0.3,2,0,0.161707514694354,60.3034505368447,10.6407537447025
2,0.3,2,0,0.260569647423898,15.5661684890061,3.81083109357451
2,0.3,2,0,0.257277202224731,12.1836443862113,1.38842342003069
2,0.3,2,0,0.356898245871058,43.6355178234276,1.17163565563731
2,0.3,2,1,0.162529078292742,34.8886292487822,4.14308692418337
2,0.3,1,0,0.162090443360131,17.3084664438317,12.4621536428339
2,0.3,1,0,0.226360816385908,35.9919436800424,1.71068094923036
2,0.3,1,0,0.161848928958237,57.2143960084411,7.90622027286362
2,0.3,1,0,0.161734659304646,18.5982865231572,2.43959761405452
2,0.3,1,0,0.358152782849917,26.828143668864,0.724344909871549
2,0.3,1,1,0.162970658326957,14.9293270612127,1.32509229103869
2,0.3,1,0,0.161183557857821,24.1312013756677,1.81878730718578
2,0.3,1,0,0.162912780093565,32.2250223040728,6.15166702708863
2,0.3,1,0,0.159605257918641,13.197690889188,8.23247861214914
2,0.3,1,0,0.163165683020753,10.4473835841247,21.4705894943827
2,0.3,1,0,0.127951668466151,29.9739843126316,6.06901617588828
2,0.3,1,0,0.129017949180271,43.3018361344287,6.21277173799566
2,0.3,1,0,0.162697815141913,33.0709358812513,6.84576164897121
2,0.3,1,0,0.130704004711045,36.52114897336,6.52108097578408
2,0.3,1,0,0.161358656514924,54.2391114455997,3.62120698534357
2,0.3,1,0,0.162269603020636,32.3567914421234,26.1093794588636
2,0.3,1,0,0.16124758757227,68.5662026606206,17.7511696096534
2,0.3,1,1,0.128286645617065,4.21505962136616,9.52891159931717
2,0.3,1,0,0.162132428812296,30.5901499678014,5.58095849400549
2,0.3,1,0,0.159859481723452,9.68147137970305,0.049339346210942
2,0.3,1,0,0.227049569617072,20.1859204334703,2.42346383654765
2,0.3,1,0,0.162530779429208,10.5251997538136,3.20165569947216
2,0.3,1,0,0.226523216534577,9.38599996041194,0.649206749327492
2,0.3,1,0,0.162304346170097,20.0905711778187,2.20934286527344
2,0.3,1,0,0.194586272487109,40.654263567047,1.14389502159603
2,0.3,1,0,0.229398823360653,37.605873070867,3.07685723396431
2,0.3,1,1,0.129273694445953,44.7260112965792,19.012841483621
2,0.3,1,0,0.161128365613459,32.85479821425,2.14201264311818
2,0.3,1,0,0.421342560542726,24.8326487362119,4.4335000672492
2,0.3,1,0,0.196073415271053,16.1907313796459,1.69647882966003
2,0.3,1,1,0.162887303186725,26.588520281397,12.4075884032357
2,0.3,1,0,0.193938529868774,31.4365271217958,17.8982118141446
2,0.3,1,0,0.257610174806636,9.95037846068836,1.23716491357755
2,0.3,1,0,0.487132790871599,45.9741228661343,0.702834388804867
2,0.3,1,0,0.194857757640399,45.2890212193948,9.79621315314376
2,0.3,1,0,0.163063307771352,71.6837511029006,9.7145468886597
2,0.3,1,0,0.161079482847331,10.8646022029343,3.54175998705057
2,0.3,1,0,0.162219056316302,54.9434794305205,8.75582363228235
2,0.3,1,0,0.354131385224648,36.4359455526313,6.22611464595298
2,0.3,1,0,0.195905981547944,41.43437426099,5.91789241791227
2,0.3,1,1,0.261266986764292,152.463217645683,5.97124085490612
2,0.3,1,0,0.163196441557312,90.1493613912177,16.2829753256529
2,0.3,1,0,0.15985759399828,22.8445487902361,11.2796307745404
2,0.3,1,0,0.160969841194995,20.1990726354151,2.45787036530827
2,0.3,1,0,0.255174891928116,13.4452638585005,1.48458231877932
2,0.3,1,0,0.160406834744999,22.730453874604,5.45779304391626
2,0.3,1,0,0.321300362973901,17.6856067314217,0.370423618468578
2,0.3,1,0,0.255830602650012,12.9720572348156,1.27362580887182
2,0.3,1,0,0.195947797898644,38.4361069127274,3.07388068143881
2,0.3,1,0,0.255937350646973,3.24216320259164,0.520983078915232
2,0.3,1,0,0.130021416582548,61.2594300640197,5.89590942108269
2,0.3,1,1,0.0973346638646712,21.8082104774714,28.5064594923591
2,0.3,1,0,0.128696211074798,39.1022553468494,11.0408638365281
2,0.3,1,0,0.195581653119979,53.8081283593034,3.6218824651848
2,0.3,1,0,0.160533363962668,5.41584206224691,3.25506169101589
2,0.3,1,0,0.160542279515858,5.28560818586562,14.8574942679849
2,0.3,1,0,0.291421526693671,13.1987975556938,1.43632036407457
2,0.3,1,0,0.161008910860582,6.35605021489554,7.14720543074454
2,0.3,1,1,0.26078573192885,60.126510702964,8.09482131484086
2,0.3,1,0,0.157578614024861,38.0369159263685,3.50247750150941
2,0.3,1,0,0.193576308630551,34.2785342884388,3.50386612224737
2,0.3,1,0,0.192236624307168,23.9119052720645,3.83088828480436
2,0.3,1,0,0.222826963924469,30.0748197227947,8.71658211612827
2,0.3,1,0,0.128001869618247,12.694318654904,4.10632352015127
2,0.3,1,0,0.192972345081874,22.2823067540382,0.934287917649487
2,0.3,1,0,0.253151044152832,5.74419227972346,0.56101084173647
2,0.3,1,0,0.161758190364242,25.5635778648044,15.1761134796793
2,0.3,1,0,0.192138289868774,22.4233115224255,1.14650419880544
2,0.3,1,0,0.1969280215744,21.6125839406373,1.26949689628106
2,0.3,1,0,0.226715691916996,15.0703863882643,1.57653994091178
2,0.3,1,0,0.258640503771066,7.80744465791615,0.951940743046287
2,0.3,1,0,0.192941271596494,70.8025884071528,8.70736812741954
2,0.3,1,0,0.15765116025358,65.6324559831978,7.26726170050361
2,0.3,1,1,0.230258882234678,42.7639730845584,4.1442537799028
2,0.3,1,0,0.223083949620002,30.4717599666812,3.59019583824078
2,0.3,1,0,0.162911436458585,21.7219926267292,5.12990012137365
2,0.3,1,0,0.128895894198776,8.36895870215271,17.0952279733191
2,0.3,1,0,0.160761945731582,31.8145827523995,14.2855843578615
2,0.3,1,0,0.47169055844444,31.5032210376025,0
2,0.3,1,0,0.159698693676226,37.030796539513,5.95774706852864
2,0.3,1,0,0.162397715352325,25.7164878134694,13.8651560529696
2,0.3,1,0,0.160935305278324,5.40495931104595,8.20253474458064
2,0.3,1,0,0.256799951302563,12.1253956790561,1.06722572354599
2,0.3,1,0,0.194321241557312,21.780346510166,7.70447737359638
2,0.3,1,0,0.159136448087677,21.0386810224028,0.78134047401481
2,0.3,1,0,0.162365515306748,18.452335865264,3.0424491250936
2,0.3,1,0,0.258590544727707,40.5673561587859,2.77306434461857
2,0.3,1,0,0.161537285339876,22.8731443275028,12.3777446319811
2,0.3,1,0,0.161239679961886,21.6876870223872,2.75978632468097
2,0.3,1,0,0.159321006695344,5.90313604988574,2.55700381115983
2,0.3,1,0,0.163197715676171,46.171644661852,6.19345404924137
2,0.3,1,0,0.127756394702605,20.1174735769987,19.1512355997247
2,0.3,1,0,0.161325594034548,38.8547584608096,5.32055792473941
2,0.3,1,0,0.162503782071606,24.4397472457176,1.82405479826549
2,0.3,1,0,0.225502001670257,6.77131992775834,1.78572131834119
2,0.3,1,0,0.161197401318217,21.6557139121504,12.8424576566261
2,0.3,1,1,0.128582955044086,43.4467724354274,26.7567636173683
2,0.3,1,0,0.16037905194664,73.9285035972674,20.4069473678178
2,0.15,2,0,0.224222487308308,31.7176664688081,2.96591398726886
2,0.15,2,0,0.128765183720182,31.7420502830312,18.6061716241597
2,0.15,2,0,0.123484502619924,17.5480770664582,9.85804505425644
2,0.15,2,0,0.128707522076416,57.2921788890586,30.9090027921845
2,0.15,2,0,0.129772316949643,73.9389556873621,15.5939062216063
2,0.15,2,0,0.156833156840985,28.162316795894,3.39079686443549
2,0.15,2,1,0.130084054548856,45.6778883872936,32.3266905433817
2,0.15,2,0,0.159700097876272,15.4935799257436,7.77364871489587
2,0.15,2,0,0.130178663144302,9.18026133838979,5.18826258389622
2,0.15,2,0,0.157628645638057,26.2077667394169,8.45254981724974
2,0.15,2,1,0.525952890055379,18.8964401901744,0.187086637589143
2,0.15,2,0,0.158680309849595,42.5450569230325,2.02366370462508
2,0.15,2,0,0.16223527058525,19.8079641066619,5.47714285114106
2,0.15,2,0,0.191977162450317,32.2405206978489,1.87963329025273
2,0.15,2,0,0.162638859428078,41.0975099177195,10.5827700308843
2,0.15,2,0,0.161686013567544,17.8623797944887,4.30044873617181
2,0.15,2,0,0.162011001853943,24.9706107004137,11.2367630668574
2,0.15,2,1,0.131195357799988,20.9244471377851,20.4770038393376
2,0.15,2,0,0.162342760628795,0.956009344839616,5.2194199657964
2,0.15,2,0,0.158125199925839,73.1188792510689,2.11224032493528
2,0.15,2,0,0.160329224266363,28.260090701568,14.0379728328019
2,0.15,2,0,0.126924712841458,26.2966922609099,9.57889839012137
2,0.15,2,0,0.27633127470107,13.6451378995356,0
2,0.15,2,0,0.15751359096548,29.019286428131,11.8382039919954
2,0.15,2,0,0.15939591886226,8.51404100751744,3.12441703511747
2,0.15,2,0,0.155289819622765,14.888684268841,5.03566925302941
2,0.15,2,0,0.159918866709848,29.5109655101937,3.95888038921713
2,0.15,2,0,0.127368976316792,9.609836676733,1.18342594655541
2,0.15,2,0,0.162069981646671,24.5215393674969,2.94287072846819
2,0.15,2,0,0.193849485101139,28.3842708537983,6.6536674551665
2,0.15,2,0,0.282999404359823,32.0395160112353,0
2,0.15,2,0,0.16108133315051,27.3270976463832,1.3570605153322
2,0.15,2,0,0.157614646723281,68.8148779608639,1.25447248600912
2,0.15,2,0,0.161251434624504,79.0675487961415,8.42847313473118
2,0.15,2,0,0.32611868722073,29.4251697689335,0.711471176814206
2,0.15,2,0,0.192313048148789,31.9368223319099,1.74901990291697
2,0.15,2,0,0.129747567242442,32.2018179186933,4.65969966800325
2,0.15,2,0,0.127642046174791,31.9063218033083,10.6100481098132
2,0.15,2,0,0.162408910860582,26.8922061156749,8.34621397960813
2,0.15,2,1,0.13097166999384,43.5693368929066,5.33485989323106
2,0.15,2,0,0.128872505988051,28.072673496416,7.70371202461907
2,0.15,2,0,0.15969291720098,65.8722015378665,10.4825585278717
2,0.15,2,1,0.12932429416814,14.8812255294694,8.96808099188199
2,0.15,2,0,0.130673812378168,35.5395310045831,18.1705162625728
2,0.15,2,0,0.159270270940811,13.3677113412993,4.04349858225536
2,0.15,2,0,0.129272276589918,59.4275034105207,18.2353707693383
2,0.15,2,0,0.1617786688296,85.4463807086288,7.49867974953708
2,0.15,2,0,0.12865890995948,117.898518555928,10.0961505732092
2,0.15,2,0,0.1590347524333,35.4786282622356,7.44526262273406
2,0.15,2,1,0.126926901694256,35.7467848840352,54.4664793459554
2,0.15,2,0,0.125968284185073,44.4325128451053,12.3744399661806
2,0.15,2,0,0.158670357187085,17.023754160529,7.12449492702997
2,0.15,2,1,0.22871985515923,44.6727785730967,1.54980896564685
2,0.15,2,0,0.156782157048135,18.1729430630097,9.53545239603727
2,0.15,2,0,0.12923658323392,14.2278382445908,7.67441932537229
2,0.15,2,0,0.162988722822297,24.4614322507747,2.82715006870775
2,0.15,2,0,0.155636145638057,12.5324364216488,15.912188710069
2,0.15,2,0,0.161563501497415,12.6972299312345,1.61842747055559
2,0.15,2,0,0.161769830401642,17.6069568206417,3.75026404355807
2,0.15,2,0,0.194144773145124,27.6467426936632,12.1140501218338
2,0.15,2,0,0.160329637986321,33.0494603418235,1.47810272553032
2,0.15,2,0,0.158834274711711,45.6720169541202,4.39402275029633
2,0.15,2,0,0.158746115431645,15.0361029911455,2.70064379092354
2,0.15,2,1,0.130889234475434,3.81332099546125,6.75978259406619
2,0.15,2,0,0.15729540259552,59.4933283705855,10.2440268096563
2,0.15,2,0,0.127576641557312,52.8382330488568,21.9971267919729
2,0.15,2,0,0.160131450925134,31.1222843811005,8.07932362519552
2,0.15,2,0,0.129231156032811,7.36129901412626,19.3001147472705
2,0.15,2,0,0.128853459884257,22.1821157891376,7.21918634272419
2,0.15,2,0,0.28562560389328,9.63427007336298,0.646007538682085
2,0.15,2,0,0.194565057482127,47.9091499751582,3.77320096043014
2,0.15,2,0,0.191329109600175,45.4204053299232,0.795075530613645
2,0.15,2,0,0.187368115232573,22.6868306551095,0.340194217384856
2,0.15,2,0,0.158069178760753,50.5497554589205,2.1407640629697
2,0.15,2,1,0.129588585040206,29.8479957003214,3.15852177797069
2,0.15,2,0,0.161221215017839,78.6127011213536,0.892635032567406
2,0.15,2,0,0.12718843135809,28.4318192361622,5.44751191961795
2,0.15,2,0,0.162834238044434,90.5624098043639,11.6923024112844
2,0.15,2,0,0.222085023921364,60.7178241324362,1.75962193844473
2,0.15,2,0,0.259910820171278,33.7715615095953,9.7037383833391
2,0.15,2,0,0.129508604754954,47.3514050090505,6.8851411015558
2,0.15,2,0,0.157726139329963,24.9300685079292,2.32422123338573
2,0.15,2,0,0.126036985494611,47.1877200618036,7.98127861042236
2,0.15,2,1,0.159649502162933,62.7591760753145,15.0527799743056
2,0.15,2,0,0.161402069262187,17.9900736515219,0.801423858362593
2,0.15,2,0,0.158860940778974,51.3209084959754,1.28657749569144
2,0.15,2,1,0.428099312346367,16.549332340381,1.60181509083066
2,0.15,2,0,0.162284421401043,15.2274901362896,12.5540022777646
2,0.15,2,0,0.12857603324585,23.8129236280204,10.8833262708871
2,0.15,2,0,0.161898584955533,13.2296066522859,10.8336137058763
2,0.15,2,0,0.19255230194664,13.9295762267565,1.47781910753285
2,0.15,2,0,0.358969461569924,14.2217633045225,6.78859195000361
2,0.15,2,0,0.192811110945283,42.2847333399701,12.3216614891741
2,0.15,2,0,0.188209871616703,32.3192854924787,4.03340156570908
2,0.15,2,0,0.166808045869924,26.0342286981481,1.1305878664517
2,0.15,2,0,0.160519120010217,4.83399227801181,7.36762943671586
2,0.15,2,0,0.291042572109423,29.8467905979682,0.715723067785901
2,0.15,2,0,0.161080572894309,29.2720245522748,9.80801710512017
2,0.7,1,0,0.221954834247302,67.0873265529629,36.7361321564577
2,0.7,1,1,0.225526292465608,11.510351942578,1.06995719000438
2,0.7,1,1,0.25972007359054,75.1644105697827,8.51705488240584
2,0.7,1,1,0.126680464971741,15.1468686002022,2.41826751805622
2,0.7,1,1,0.127060692293173,30.749696508578,12.3876331733233
2,0.7,1,1,0.22622070526612,26.532488372637,2.74656672848672
2,0.7,1,1,0.161494446114014,5.79894396803706,2.65289518517663
2,0.7,1,1,0.194277031860663,22.0584523167946,1.61857551852639
2,0.7,1,1,0.127880601814442,9.20992103382267,32.097241668994
2,0.7,1,0,0.159118075402121,4.23112115391163,8.09691710304114
2,0.7,1,0,0.161710673433061,37.0474152338227,5.81719210184261
2,0.7,1,1,0.190640543924668,45.1033162803309,0.889944065970334
2,0.7,1,1,0.0961740098813781,20.3456132089735,27.7308836337842
2,0.7,1,1,0.128968529433286,12.2304085958887,1.33307285516072
2,0.7,1,1,0.127379599570039,25.0004205776438,17.0342694141069
2,0.7,1,1,0.161972186799255,36.4367529820378,3.68330221230241
2,0.7,1,1,0.125283788743083,13.2131716769018,1.90083190537297
2,0.7,1,1,0.0965845873020299,52.6457642935455,24.24137677889
2,0.7,1,0,0.161422323680357,56.9609481236842,11.2449580691208
2,0.7,1,0,0.0637481420925365,21.5257322806805,7.29081028322906
2,0.7,1,0,0.128725873918355,38.806099727532,10.1479221600532
2,0.7,1,1,0.160171911734589,14.9963273094655,3.36163271541731
2,0.7,1,0,0.387459612886106,47.1477789312099,4.98505010783327
2,0.7,1,1,0.129235849164269,24.9255756501982,4.19298532844072
2,0.7,1,1,0.0967492221439142,24.4777882779444,30.9446215780629
2,0.7,1,0,0.190348657271163,15.6514939196471,0.719382680541056
2,0.7,1,0,0.158841345217332,35.2651112352784,6.94403615302339
2,0.7,1,0,0.15667089229382,51.9996495447463,20.3227528858057
2,0.7,1,0,0.1574403774333,38.1393430171198,13.8577124109449
2,0.7,1,0,0.161704232455485,32.4742585853982,5.22444415229634
2,0.7,1,1,0.161127653866644,41.9990631758602,6.34644033205111
2,0.7,1,0,0.162988306040557,27.1260748752002,19.6278164499013
2,0.7,1,0,0.158968868436071,44.5809054265851,10.8726855695782
2,0.7,1,0,0.193160430713609,33.2339450955222,4.12349744527915
2,0.7,1,0,0.192591771817135,31.0294341395631,2.60157403699484
2,0.7,1,1,0.192488599019469,22.7085746177564,5.38651223593576
2,0.7,1,0,0.194866433575446,39.4473982628404,3.06734200998387
2,0.7,1,0,0.292751625108028,22.6457721550125,1.04812310223862
2,0.7,1,0,0.74092720778656,33.4759088971405,0
2,0.7,1,1,0.163681165101172,74.3587098807344,12.6357817947855
2,0.7,1,0,0.356785443364612,79.0589074902507,17.1865670361495
2,0.7,1,1,0.355921903746175,27.9665512434311,0.14899985420575
2,0.7,1,0,0.377318809804475,8.9011224801776,0
2,0.7,1,0,0.45320230021769,27.8319482543942,0.359757770224635
2,0.7,1,0,0.458781900595391,57.4699302441144,3.57639506284238
2,0.7,1,1,0.159621234495404,32.4135753782978,9.64821684061107
2,0.7,1,0,0.161092680189562,24.9563456746724,3.11223427633949
2,0.7,1,1,0.128433808560972,43.3364181747399,9.37725362752578
2,0.7,1,0,0.0653717034803955,55.3217729443051,57.8902751931947
2,0.7,1,1,0.225208258180237,12.3825673896911,5.64371100614283
2,0.7,1,1,0.125328322076416,3.31740673491758,40.4275332476541
2,0.7,1,0,0.125781294703557,11.5923735356781,8.57820728982663
2,0.7,1,0,0.187764370864213,22.7444896753098,2.57473632106542
2,0.7,1,0,0.22242684090662,47.0096433863541,1.78888245867347
2,0.7,1,0,0.128449794332024,44.8997006216758,6.3598506193652
2,0.7,1,0,0.157757122210857,52.8770477752806,5.00683759313228
2,0.7,1,0,0.194602626818017,66.5131204291485,3.87963961160446
2,0.7,1,1,0.129971818437284,26.068148088591,19.0645391087405
2,0.7,1,0,0.159584626323038,61.5751046926096,18.9093990928796
2,0.7,1,1,0.130438442468824,28.5651771620789,31.5375522090012
2,0.7,1,1,0.0976034203284901,30.8080511779394,5.97871157032748
2,0.7,1,0,0.15790554053502,27.5419356421919,8.65008858564406
2,0.7,1,0,0.1573388149333,54.1751789309524,1.74073258706528
2,0.7,1,0,0.195432421064367,14.9237396803378,3.56322362767768
2,0.7,1,1,0.43598020778656,12.9784598850771,0
2,0.7,1,0,0.224543866781302,32.0153470845705,3.5626042778917
2,0.7,1,0,0.190577457468655,22.1816037505191,1.34519163176514
2,0.7,1,0,0.156007874335474,10.1364528501514,5.10397704348981
2,0.7,1,1,0.1591794197232,42.9834568363194,11.0804597551517
2,0.7,1,0,0.158978147824514,57.5427444342914,3.25650052926461
2,0.7,1,0,0.225875510031454,11.1961403333992,0.53620535538331
2,0.7,1,0,0.161034054887952,26.749397238529,1.59085741631283
2,0.7,1,0,0.193153176882002,2.08233798564244,5.22794290045909
2,0.7,1,1,0.128722511720962,22.926186182861,18.2885289569477
2,0.7,1,0,0.223761880018921,18.8723065097391,3.53007057631261
2,0.7,1,0,0.160774624229259,37.3378338116114,5.2980200863301
2,0.7,1,0,0.159333334184082,31.2912960939033,20.6877614273333
2,0.7,1,0,0.160310921278699,43.5634135230862,6.15659370739298
2,0.7,1,0,0.161024188740794,61.2755151887755,4.09876138698481
2,0.7,1,1,0.128631901175416,55.3291555904651,16.9363716090322
2,0.7,1,0,0.0957782588114057,27.9590174197193,11.2130669888584
2,0.7,1,0,0.160831537170172,48.2295083223091,14.8751301711612
2,0.7,1,0,0.190209069262187,44.3572200358314,2.67658521727448
2,0.7,1,0,0.160837192330133,29.9500651423994,16.6416852952944
2,0.7,1,0,0.156997871622154,22.1157153615591,6.6628884082148
2,0.7,1,0,0.159854224385156,42.5234348715991,4.54893811367634
2,0.7,1,0,0.127974877689441,46.9295160202015,6.35332070257613
2,0.7,1,0,0.160841072349019,121.486172086677,25.1487923617325
2,0.7,1,0,0.157883335398929,67.922991271779,2.38981031513265
2,0.7,1,0,0.160920287568229,35.4295514123854,10.1240714252802
2,0.7,1,0,0.156675735928853,19.6383949786879,0.475245784831104
2,0.7,1,1,0.126509928441205,36.9594373437962,16.4384894111419
2,0.7,1,0,0.159944761865943,31.2316359456003,7.2738799488039
2,0.7,1,0,0.161482447240461,23.73518401955,8.77426208111926
2,0.7,1,0,0.159580073095724,29.5589723349192,17.5991209007914
2,0.7,1,0,0.159848432752302,42.4102341161929,5.32078202946612
2,0.7,1,0,0.19124314490927,17.8776675861743,2.14176421507801
2,0.7,1,0,0.193792735928853,28.1380815052483,3.0452981462091
2,0.7,2,1,0.128966993746157,23.2157626148636,33.3772119969359
2,0.7,2,1,0.1590000649333,6.03206287958743,7.36524034723659
2,0.7,2,1,0.12796299111296,28.8211712621934,3.10152274447554
2,0.7,2,1,0.129177553591819,10.4178514215445,11.38716082758
2,0.7,2,0,0.128562637126249,34.3145145544407,7.20307886343459
2,0.7,2,1,0.0968518648667868,32.7064459375122,17.4919413438108
2,0.7,2,0,0.159067760602306,54.6876933086592,0.956250451124493
2,0.7,2,1,0.130203128232369,20.9840772898397,12.5774860464098
2,0.7,2,0,0.16057555194664,21.3938699015023,0.580847366918092
2,0.7,2,1,0.12827516383349,11.2200076675195,14.1819279125909
2,0.7,2,1,0.130490886815186,16.3127601393077,37.6509771179127
2,0.7,2,0,0.16457676171593,27.8612645942615,3.92139691495982
2,0.7,2,0,0.19576693506368,42.4437697087534,3.20195754489957
2,0.7,2,1,0.130706568857208,30.9579612473951,14.1009796538113
2,0.7,2,0,0.376818776589022,14.8151262418126,0.572206290375923
2,0.7,2,0,0.189607086660128,25.6905044542159,0.516932900873805
2,0.7,2,0,0.159394339814523,12.9987787711146,3.76446138352076
2,0.7,2,1,0.128724039578392,19.3591815266085,9.54544374972364
