subj_idx,rwd_prob,stableVar,response,rt,slxn_err,peak_V
696,3,1,0,0.388593843575625,46.4827525455511,3.21509433131191
696,3,3,1,0.326611497455388,56.1804343320137,12.5584136891951
696,3,1,0,0.358784451184591,70.2265317608377,5.09183993852879
696,3,2,1,0.227865759857955,32.688359477312,5.7235699327989
696,3,3,1,0.19554069573862,34.0523410035009,15.3254014417367
696,3,0,0,0.453090676776886,43.7910425023876,0.323636197697776
696,3,0,0,0.26190626181062,32.0386907397431,3.38740182135001
696,3,3,1,0.391631656013539,20.4681303402688,13.9794773014874
696,3,1,0,0.387528568101734,49.0009198575751,6.11473832199207
696,3,0,0,0.325037243872506,16.0641636074487,4.8879983550753
696,3,2,1,0.354895670060769,39.4234244072731,2.49343085811494
696,3,3,1,0.258685750178751,69.4397772361379,11.9829786467833
696,3,3,1,0.294303109086166,24.1225578968575,10.0071131248668
696,3,0,1,0.293681213633278,10.7798512463959,5.75357351592659
696,3,3,1,0.555305697285276,16.1038168684165,2.20388208835442
696,3,0,0,0.357691625521907,44.7020279234279,5.84069075164783
696,3,1,0,0.391904770837037,42.6381153853799,2.34860626556146
696,3,2,1,0.424803648687781,16.9721299822095,20.5793767586525
696,3,0,1,0.386774629056733,36.7043360870838,6.82068304183278
696,3,2,1,0.389805076682049,51.1058656347905,23.3987314856902
696,3,2,1,0.261836177392337,62.1230607667258,12.1192167724203
696,3,1,1,0.226369210912097,9.62549008395954,5.49075089536873
696,3,3,1,0.195333806037166,48.387167408207,12.5917959039885
696,3,2,1,0.163848914663209,37.4156409692107,10.2423777099468
696,3,1,1,0.259748234278269,27.5228556702258,0.439728106486514
696,3,0,1,0.192879744405332,19.0923548235928,12.5177366631452
696,3,0,1,0.52493594793023,89.8830600711927,8.79308217100107
696,3,3,1,0.293173893209044,53.283508514568,33.719019308796
696,3,2,1,0.228708602202247,18.3933668770525,11.2414109960748
696,3,0,1,0.194573470710754,67.0468121647276,14.6250388581561
696,3,0,1,0.130224351827746,38.1433783250506,7.99111284888654
696,3,3,1,0.229031186799408,14.7582622727273,20.1664585554858
696,3,0,1,0.162230151250802,39.7582176256395,38.2446565946212
696,3,0,1,0.258298570324238,33.8988090867814,4.62107303359396
696,3,2,1,0.160785248369829,34.3454533907567,8.12819055586144
696,3,2,1,0.35507719630305,28.2914648313995,10.2438376329628
696,3,3,1,0.194271869634758,18.9362532726407,8.60952166294942
696,3,1,1,0.227413595963755,51.111885495632,18.1983017454382
696,3,3,1,0.229381256396518,29.6870376734516,16.2051587080694
696,3,3,1,0.225347771903628,17.8249173663671,7.70156811983861
696,3,1,1,0.129193101448869,50.1882627515261,39.403895941905
696,3,1,1,0.160472162764973,47.6272496054533,12.4276774941318
696,3,2,1,0.160899295711509,52.6659963308437,34.8992558809322
696,3,1,1,0.194580816291332,50.4198295045441,16.38722800577
696,3,3,1,0.16225977108319,28.4839156978374,2.40585166754211
696,3,2,1,0.128504488208808,30.2938785442963,6.70920346463024
696,3,3,1,0.194670470710754,58.0719326900319,17.6264898428534
696,2,0,0,0.163880652222798,36.0518402866517,16.9958398880542
696,2,0,0,0.325875069089951,38.6438148486645,4.17990402300683
696,2,0,1,0.226533819564339,59.6892808926216,7.10565076005602
696,2,3,0,0.387889753341842,82.4742421960465,17.3624561609021
696,2,3,0,0.194285672229704,134.382478528506,9.71628243527356
696,2,1,1,0.291891707832379,36.1246684208236,15.1931836127567
696,2,0,1,0.262443958842816,41.1026037253678,19.9538409942405
696,2,2,1,0.227123167026008,43.9720513012206,12.8635031088293
696,2,2,1,0.456837881439939,15.2354905304335,0.424206604194229
696,2,2,0,0.259046439224113,66.2831403376894,5.19891812053949
696,2,2,1,0.292171626507218,12.9142865684516,4.81341733107227
696,2,1,1,0.22726149890767,11.6207622441223,7.69642910410065
696,2,3,1,0.356687608712721,36.5928123934592,8.5769158436252
696,2,0,1,0.393499982237409,29.5797084026199,13.8785662459494
696,2,3,1,0.261006915565735,56.805635494669,13.5087190343266
696,2,1,0,0.324962059059143,23.0462392376766,4.27505642140028
696,2,3,0,0.291260523698561,73.8844715319316,9.21326155896956
696,2,2,1,0.289813590207761,46.046483767941,4.86322311249869
696,2,3,1,0.421156814946595,38.6015069826951,5.07827927766089
696,2,2,0,0.161517721401625,57.3343788886389,1.11068359037907
696,2,2,0,0.323315640264725,43.7182809929913,3.28793840518644
696,2,1,0,0.324373743501143,14.7796508055533,3.12199716584557
696,2,3,1,0.624867676776886,41.320321886121,17.7354418383958
696,2,1,1,0.359175003324858,33.7549134144468,7.19035301268853
696,2,2,0,0.424463568026792,26.4322038537811,0.461548704074717
696,2,1,0,0.294404105918724,25.9959980525668,7.95456471094802
696,2,0,0,0.294008140905513,13.4918388523972,5.34820570171194
696,2,0,0,0.294145505352469,15.89987916792,17.7508137407012
696,2,1,1,0.356524443361167,47.4325799697598,5.00974863174165
696,2,2,1,0.229859680951813,6.84395787201793,14.0708988821102
696,2,2,1,0.359303363529361,28.8652333012699,4.47939591704169
696,2,1,0,0.488913343171128,5.07530937839006,0.257936998331435
696,2,2,0,0.358578402407878,71.036069333969,9.69892199554418
696,2,1,1,0.361167088388443,37.540536697469,43.051846566384
696,2,3,1,0.293249651602817,35.7900420945123,4.92410011696856
696,2,1,0,0.423037807007108,73.2657364603144,1.0176208595907
696,2,1,1,0.328821969818432,28.4359604071295,4.05953049158558
696,2,1,0,0.454036949474611,77.7942432713495,2.38029070954724
696,2,2,1,0.292837137075877,41.8699612579494,6.09374399100282
696,2,3,1,0.325522288742989,14.8078885841701,46.7116446758812
696,2,1,1,0.162245310804119,18.2071518711838,21.7837364582606
696,2,3,0,0.326237562459082,51.0621985316673,3.02635684483647
696,2,2,0,0.454483815463766,39.0397762831843,1.26045114606133
696,2,0,0,0.361075105110581,18.9908658180388,12.0832507397107
696,2,0,0,0.164297556941705,36.7468404007719,8.24489764761288
696,2,0,0,0.227937001031494,42.0094546605451,10.2499289511464
696,2,0,0,0.29431544652894,21.8414929711132,8.87629548338171
696,2,0,0,0.228727691381434,43.2989324019196,3.89724554926989
696,2,0,1,0.260561449793821,41.7981445740941,22.019050911589
696,2,0,0,0.160634470710754,51.0843115760599,15.9317664679249
696,2,2,0,0.162275273030383,34.0438530903606,11.2294488937025
696,2,1,1,0.228929044149306,44.3643805171232,8.75542561265908
696,2,3,0,0.0647226681109837,25.1633092110742,3.11068329575382
696,2,1,0,0.195410564351751,62.4887132784252,15.1330605154462
696,2,3,1,0.227403131736564,40.3301293166541,23.2460545301287
696,2,3,1,0.259440646176776,35.2499094709775,13.5549730200014
696,2,0,0,0.294159058333366,60.7887706302616,9.19559777827034
696,2,1,1,0.194685557556289,34.5053973646561,11.7456280516625
696,2,2,1,0.39043239616208,10.6859887907064,17.2183900142837
696,2,0,0,0.160099216105606,21.2381114674419,3.19803125504779
696,2,0,0,0.194693216003431,6.05723472904389,8.99955369859481
696,2,2,1,0.226092660991124,30.767108744897,4.96127846217207
696,2,3,1,0.194083437672263,21.4926581414618,14.2743176875666
696,2,1,1,0.16179795194189,41.9369520239001,9.76101076492889
696,2,1,1,0.161526503297894,74.8217051499559,14.3311897358105
696,2,2,0,0.194356588388443,83.0984232306085,17.6504575825356
696,2,3,1,0.22791871598445,16.4737077840156,2.70326872133232
696,2,0,0,0.128752098505532,19.3560308791262,2.73511433848442
696,2,3,1,0.129891700717309,31.0533688110191,22.041499090857
696,2,3,1,0.196115885921254,40.8127835454402,9.34778703161697
696,2,3,0,0.161986095440305,66.3108398540401,10.8150716560638
696,2,2,1,0.291672898234823,35.995482297408,27.4644642337876
696,2,0,0,0.286141379546972,23.4407209141581,2.2138648231616
696,2,2,1,0.197194738908898,24.1915933442997,25.3192364252143
696,2,2,1,0.258239965633581,38.795315526002,68.0992339003579
696,2,3,1,0.0966247797738038,28.6757616523925,36.4844034706403
696,2,0,1,0.0977224222854168,18.2583273219815,5.43425140881826
696,2,1,0,0.256806698888487,46.8228446553456,16.6898411559976
696,2,3,1,0.324938087848716,73.1747964783651,18.880507536543
696,2,3,0,0.293310706066132,68.2209433459969,16.7698082700087
696,2,2,1,0.0649073191945289,28.1133917398848,6.11010257849732
696,2,1,1,0.260501838819235,109.763605798432,12.5977563627752
696,2,3,1,0.0975323135389297,33.3143398452943,10.1666399256835
696,2,1,1,0.225621158404735,34.8339793561016,6.24298122435959
696,2,1,0,0.227547534409493,16.4248049418366,7.76350450291294
696,2,0,0,0.391291242975869,46.3290046863724,2.77124374140523
696,2,2,1,0.359815164307666,35.372583030721,4.3678572583072
696,2,3,1,0.328403115242771,22.5790454876756,1.43118888494689
696,2,0,1,0.260148449346369,19.6915065425655,1.86479868397204
696,2,3,1,0.262507228568144,53.8122372077514,12.8993135371402
696,2,3,0,0.160658679204795,114.607192477478,11.4012125901852
696,2,2,1,0.292803507582664,45.7639424530673,3.68463881481499
696,2,0,0,0.354189620378812,23.865196697471,1.08960016774223
696,2,1,1,0.130581434018119,74.9537632980104,5.76009214502146
696,2,2,1,0.194156461778178,67.814060082697,6.28212008531243
696,2,0,0,0.163687617386703,31.3225571097827,1.82562214255738
696,2,1,0,0.162453423852839,31.8841302109753,10.171188811448
696,2,0,1,0.160705798465184,18.5281294208872,1.97158359876682
696,2,2,1,0.194001158936829,36.0351686840242,1.51089379953889
696,2,1,0,0.0653812324748018,11.2179604738675,1.48923918414826
696,0,2,0,0.161909332112488,78.5029455730416,13.7798833792231
696,0,3,0,0.289474239386858,33.467631654525,7.48503348757513
696,0,3,1,0.161978199986227,54.2937121802083,19.5461693573503
696,0,0,0,0.193186889989194,37.139034807637,11.4405594254712
696,0,3,0,0.222023134938731,59.8362113178739,8.50892896334854
696,0,0,1,0.195113908339549,24.1696363952051,9.07841730304984
696,0,1,0,0.3544902181145,39.5424263325633,3.0177422047121
696,0,3,0,0.293405029549599,47.517669536786,12.499698220469
696,0,2,0,0.323761197697776,19.7713592365974,3.62692482457977
696,0,1,0,0.163039681087242,22.7773894248024,3.93750894003534
696,0,0,1,0.259618155755812,28.5484652343079,3.09778947577768
696,0,0,0,0.261385782679702,56.9261612707374,7.84359034599816
696,0,3,1,0.162157732568155,101.950851180599,13.1367782853363
696,0,3,1,0.229594725592295,81.5807779533689,28.9945339176556
696,0,2,1,0.325121226400994,56.2128072617076,5.1300918452236
696,0,1,0,0.0957428428032455,34.6319246689232,1.1934365055598
696,0,2,0,0.064922385063865,8.74850895002127,10.240103599703
696,0,3,0,0.489925008665902,73.5936481900317,1.870989333506
696,0,3,1,0.161029448594132,16.2163880287468,5.54617229244333
696,0,1,0,0.161363684667811,27.963202456282,3.01610640230946
696,0,1,0,0.128926590142073,10.8375777830017,6.93060006328547
696,0,0,0,0.226599542385931,68.3138290901504,1.85435957084783
696,0,3,0,0.0650642484872538,117.704101858271,10.0769258922543
696,0,1,0,0.130388611834717,82.5639422150545,5.91497474304528
696,0,2,0,0.359991466037742,28.4108936515955,3.23628691690496
696,0,3,0,0.0646200307438063,78.5013676498173,2.01493526702125
696,0,1,0,0.0645908122197415,53.7615880853544,7.03720886221257
696,0,3,0,0.0637162084715353,34.159350135255,1.23492414664117
696,0,1,0,0.227907508704884,40.200219374379,3.57738417543823
696,0,3,0,0.32194864946436,44.8393357849556,3.83556107077911
696,0,1,0,0.161478144914187,41.230582860858,7.37616217509249
696,0,0,0,0.326570738847264,39.0965377104518,1.75783755725194
696,0,2,0,0.228429089099395,52.075745051175,8.39023670120636
696,0,2,0,0.196552827180607,69.2803345133347,5.50711902822699
696,0,0,0,0.326140511234867,51.783267518672,5.25448601433952
696,0,3,0,0.328955670710754,139.470158592496,2.91511580785407
696,0,1,0,0.295273758150641,44.1125962183044,12.2147746564456
696,0,0,0,0.292582661447722,9.09059527378509,1.83094938480728
696,0,0,0,0.194199362709696,17.4769400124456,2.04348876727857
696,0,2,1,0.323526780838162,14.4790792559142,3.845974534186
696,0,3,1,0.194355030218838,13.6818569852407,3.1068811312143
696,0,2,1,0.260599471284178,4.81671114123706,6.63161308869767
696,0,2,1,0.161977911775746,44.8140397473993,16.2957778155624
696,0,0,1,0.0982275265165329,45.0175462684318,5.30994563095132
696,0,1,1,0.163843530097706,21.0921144458377,6.33730592340879
696,0,2,1,0.260406088388443,88.3853374391483,12.8796529827926
696,0,2,1,0.130640066620725,47.9789318524064,5.75985602369464
696,0,1,1,0.162863640406698,41.592494536443,11.5689483231118
696,0,1,1,0.128574493912667,29.0371296784681,19.5639584873286
696,0,0,1,0.163354280572953,27.2238232925801,18.0960241923594
696,0,3,1,0.130337181808509,35.7790409024989,25.1747875764146
696,0,0,1,0.259912724170391,28.2712372834339,6.36826284205757
696,0,3,1,0.162649651518959,46.0693377164146,18.0067220374211
696,0,0,1,0.160381674333911,23.9354702099334,2.87974206359555
696,0,0,1,0.16432131852501,66.8938824520031,19.4694389894842
696,0,3,1,0.226401289110311,26.8834318807076,13.9634093125001
696,0,0,1,0.161484460510914,26.7401416766382,1.92385807892632
696,0,1,1,0.163507549104691,46.3513849181596,5.83378786311797
696,0,1,1,0.129720847140503,11.6467866523013,12.4732199747384
696,0,2,1,0.130406047140503,59.9366884768489,14.4895607933892
696,0,2,1,0.163494143780157,62.4274342825327,26.7698448308482
696,0,2,1,0.196847843219441,12.6911956751075,8.12098612458806
696,0,0,1,0.162923122250484,53.1618138825003,8.69325597983443
696,0,0,1,0.260136101015363,65.0209318363416,4.09674214639164
696,0,1,1,0.157935692986524,25.3845475540855,5.38584986395389
696,0,3,0,0.162536207450173,30.6143676082798,9.8151803101454
696,0,3,0,0.064706176756478,73.772616096017,5.64181942398303
696,0,1,0,0.0648947995357184,33.4461033063754,7.21253620765808
696,0,1,0,0.195659707069413,30.3209693180309,2.73762553101237
696,0,3,0,0.160582451858235,75.7580512885789,4.11395200257744
696,0,2,0,0.354167825806143,50.8573931269588,0.169056952513801
696,0,0,0,0.195403521424918,17.9907513857442,5.71937261783839
696,0,0,0,0.228082687413862,20.4603477326102,2.01654058554795
696,0,1,0,0.161200533916555,39.74896930353,2.15332071231744
696,0,2,0,0.260311651511812,44.5509702102849,5.14918942759014
696,0,2,0,0.162308769176624,19.9445919931909,5.19468213843804
696,0,2,0,0.196256971655569,49.7939080882489,6.84880296147828
696,0,2,0,0.227656676538874,71.3073532507504,1.25672909623753
696,0,1,0,0.130245032535766,49.108163603545,1.2321019281547
696,0,2,0,0.163493129231129,81.3321486983225,8.22875048456135
696,0,0,0,0.130825594006938,5.76183769927798,8.03406433319769
696,0,2,0,0.161942923928131,43.6147548595936,2.07366914442293
696,0,1,0,0.193687479075512,26.7839235213768,0.983581683864948
696,0,3,0,0.195858986817279,49.3699952482011,4.15293592418119
696,0,3,0,0.0971702521664756,80.9421383289226,12.2618461416988
696,0,0,0,0.0646686219242431,21.6293939400104,10.7082455748014
696,0,0,0,0.225665149162547,12.924551436484,0.882760671679945
696,0,1,0,0.097891812332074,42.5617619836222,12.3436338340209
696,0,1,0,0.159290093040466,44.7035580445819,1.12722322630611
696,0,3,0,0.0645872139594338,19.5678111394066,12.8078040027581
696,0,0,0,0.129050364800445,17.8834670830004,5.62802979824162
696,0,2,0,0.130095083248796,47.0161402610688,3.7165434893545
696,0,0,0,0.130269405135543,23.1777307411033,7.68308044054041
696,0,3,0,0.325988288955689,57.5949074231544,1.84565715203801
696,0,1,0,0.291728068186998,26.1190289091452,0.62307352835001
696,0,2,0,0.128534599139973,32.2728842482909,1.52940466430692
696,0,0,0,0.227931039861524,36.6835470292823,2.63467378351399
696,0,1,0,0.16088955244983,18.601360087483,6.67433424866567
696,0,2,0,0.162116617742777,63.1803516250067,9.39916123757566
696,0,3,0,0.22494227310015,34.0379517528279,5.49462166214652
696,2,3,1,0.259218929889288,40.2225010145833,25.8466874969239
696,2,1,1,0.130397104417576,24.8625356102234,19.1772284737577
696,2,2,1,0.130486327332951,47.3098661490633,28.2825087138388
696,2,1,0,0.0972369638715891,28.8510488673428,6.73255932979212
696,2,2,0,0.193743773897024,52.538431612844,7.86456208115329
696,2,3,1,0.0979122518956661,22.8062201629842,12.9018531098734
696,2,2,1,0.161759195976848,58.0509539052116,18.0379476758183
696,2,0,1,0.161733670710754,27.992743884588,20.8780198479727
696,2,2,1,0.162992224714416,58.6474694757138,10.3836108391522
696,2,1,1,0.0982451236869656,7.88780009238368,20.26558364119
696,2,3,1,0.159603363700234,28.4864443339103,3.49038763529129
696,2,1,0,0.0650244377808326,27.0786400218617,2.00772986283781
696,2,3,1,0.195601705405612,5.63748225649722,14.1948077118324
696,2,0,0,0.385170409705811,8.54355300396,0.229041663384731
696,2,2,1,0.0647084429773429,58.6578541447757,6.57556632892007
696,2,1,0,0.547469924614296,65.797198501596,0.0163008474286028
696,2,0,0,0.19546680259649,22.6958143611203,3.36074198044502
696,2,1,0,0.1620061861333,37.5423355269726,6.45344642194698
696,2,1,1,0.163535698101369,34.8098260763903,34.4547507347991
696,2,2,1,0.129550077496341,16.8232531676347,22.335792836491
696,2,2,0,0.161435644914187,32.5765201166791,6.89150830844784
696,2,1,0,0.0980117594139793,19.214410128855,2.18328252554679
696,2,1,1,0.292401661936998,65.8578978725086,1.34929930144865
696,2,2,1,0.16081101597605,50.1040540789046,15.5720652457993
696,2,3,1,0.194490986460873,16.9527235559013,7.68879696064351
696,2,3,0,0.0645640537466286,62.3832562712244,5.83667016740356
696,2,0,0,0.392544377735936,31.2475506664104,0.73420337317277
696,2,2,1,0.163523751096018,16.6515746931937,9.95879832292169
696,2,3,1,0.194311697098684,18.0295446729611,9.04908773751957
696,2,3,0,0.191899918318375,71.2512603905491,10.6204364259451
696,2,3,0,0.196528418431005,41.8844322183174,5.5723489834964
696,2,1,0,0.0648072615495049,20.0802381676935,9.23705948746662
696,2,3,1,0.162123591443417,67.8492465559807,18.9684601988798
696,2,3,1,0.131810951537395,62.0302439116817,12.5139039175625
696,2,0,0,0.0649207726531621,20.1514331056373,1.04480046732307
696,2,0,0,0.12871339326027,53.8951679072544,16.0756671965126
696,2,0,1,0.130054791102111,43.5097101608241,16.8348701815511
696,2,1,0,0.0956270749084768,63.7092307671007,10.9786178427847
696,2,2,0,0.130514637459167,154.214444539187,7.27699668425881
696,2,1,1,0.162085342234129,62.8409307344229,8.82464641052481
696,2,0,0,0.12921251593135,85.3705440949781,6.34417501060466
696,2,1,1,0.128983618319015,46.4054199588811,8.6243861335282
696,2,3,1,0.259206570387998,23.1818129470141,10.9350771831739
696,2,0,1,0.196002064282504,68.5538563873874,17.3518288390015
696,2,2,1,0.225153276847274,54.4800554583086,2.62162598544216
696,2,2,1,0.192224932604325,54.1248708343139,10.7938650427408
696,2,1,1,0.128397934247671,45.3008125671959,6.04262870805088
696,2,2,0,0.126725048224372,61.4143683683687,4.86287816226426
696,2,3,1,0.227212026318734,31.6956923131223,4.75301912551411
696,2,2,1,0.0976574994541593,53.8688697187372,14.0550441498367
696,2,1,0,0.130851764803525,54.1889634631962,4.25066303875647
696,2,3,1,0.162715777420316,36.4973238213212,9.95499143931012
696,2,1,0,0.261518508373243,36.0576675059841,2.45577179544936
696,2,3,1,0.126678388476397,24.2210555706504,6.21733477189063
696,2,2,1,0.362490845681826,79.4876439294269,3.17372737055436
696,2,1,1,0.127873501539704,23.004614462504,6.32815964101114
696,2,2,0,0.319732029643202,18.3080411383789,0.095122091358703
696,2,2,1,0.22947511187191,24.628131774881,7.56215602350377
696,2,0,1,0.129719654739198,23.489962063681,3.64630216200017
696,2,2,0,0.828074549924111,159.398384873807,0.0511157129582785
696,2,0,0,0.130569605618182,32.4993054939123,6.27459493665149
696,2,3,1,0.160608681290217,12.3208118053223,15.6583550141833
696,2,2,0,0.571936113322378,8.65991228837495,0
696,2,0,0,0.261022740299255,5.84632796481139,10.7555064640901
696,2,3,1,0.194593070710754,66.3478699540068,18.4575131144534
696,2,3,1,0.226872657948927,7.504560885004,9.94118375086614
696,2,2,1,0.452990676776886,58.9430102448005,4.27624796728092
696,2,3,1,0.12879803913604,14.5652450108652,27.6017378067031
696,2,1,1,0.128917248010454,30.9845989238202,16.5065803509682
696,2,1,1,0.192801678206572,20.0967248681529,4.1134991796789
696,2,0,0,0.196222659518312,65.1502852837484,3.2114301107174
696,2,0,1,0.29438527401578,48.8179668968612,2.31348866232703
696,2,2,1,0.163272252131838,25.4050960822889,4.14509949733223
696,2,2,1,0.196155176597332,19.0462075201247,3.26198793674823
696,2,0,1,0.160805650612858,21.2053009255666,2.27892682235634
696,2,1,0,0.129763499373775,29.0099593940023,9.1383140901587
696,2,1,0,0.0652709775219115,56.3723763308011,5.82950904080239
696,2,0,0,0.258359958264247,17.5983602087431,4.91601587252801
696,2,3,1,0.225813325437848,22.6049524800201,3.28365232492956
696,2,0,0,0.162867429956827,49.0438436313491,9.98115953463817
696,2,0,0,0.161119556074076,40.0342568676937,4.34266931877682
696,2,0,0,0.128844732556352,50.0054369021265,10.7863719933904
696,2,0,0,0.164329351943524,15.562281422078,3.78647286996782
696,2,2,1,0.0652977176776886,106.675723490644,7.15090623036961
696,2,1,0,0.163275154716325,13.958149288236,0.790977416181309
696,2,3,1,0.162070519919467,45.5379139097655,6.8709896963389
696,2,3,1,0.162615379493353,62.4791690446195,22.6015301522984
696,2,2,0,0.161286326154547,50.3975227680399,2.25283147421302
696,2,1,0,0.261400220559118,20.5289464829849,0.853584670838109
696,2,0,0,0.163189121870643,33.1522106601426,1.74431039155065
696,2,0,0,0.19371862005087,2.07696162324225,2.75869664479851
696,2,0,1,0.1620591367581,58.8256808234215,20.2161770550438
696,2,3,0,1.2967612323069,236.455741190097,0.369447644531881
696,2,0,0,0.261132360947673,36.0792338828523,2.77775519137701
696,2,3,1,0.228381611134859,45.6634325820215,7.45361854329905
696,2,1,0,0.159920935236003,10.235589089865,0.663835065857203
696,2,0,0,0.130001002174926,80.8210805613853,14.6957305730211
696,2,1,0,0.129556650506135,33.2047996879953,9.95506904629856
696,2,2,0,0.127418403266266,18.1187601514872,14.0274290929149
696,2,3,1,0.160989838388443,28.5532413794658,6.98338143409424
696,0,1,0,0.0650870794448885,33.9667515638715,7.81085130548196
696,0,2,1,0.064375510900397,51.1614429031584,14.8528609316305
696,0,3,0,0.126043027614339,63.5063512672515,12.4698441625629
696,0,1,0,0.0950666810390141,13.5645168622128,7.95938940633227
696,0,1,0,0.128894424281261,2.66109807907718,4.10950432970811
696,0,0,0,0.162017092192234,23.7880992775015,0.907695758479453
696,0,2,0,0.129551887526218,23.2161807996926,14.0495823210146
696,0,3,0,0.0971158260924382,23.8803128740391,8.52261313342076
696,0,3,0,0.13000000902197,20.3461331702248,6.43397688894528
696,0,0,0,0.195189281474388,41.7585855187212,3.4202302901973
696,0,0,0,0.163363211411931,52.428135290759,7.81763555648057
696,0,3,0,0.326999061010311,19.2424323952806,5.77496489845987
696,0,1,0,0.163630126947217,51.4936640047103,8.26231134832243
696,0,3,1,0.357451210856925,31.8816475115549,8.60330102898626
696,0,0,0,0.225903161455798,8.49303497408672,5.05552948097464
696,0,0,0,0.22677910311985,3.5285155018091,6.53059822881995
696,0,2,0,0.294461161029602,53.9256021000474,0.388575633622054
696,0,2,0,0.260942800917102,27.0415414845748,2.20553043306014
696,0,0,0,0.227993763191011,62.8383987721456,4.40385836766835
696,0,0,0,0.224808634908084,16.0493028602377,1.56374824705023
696,0,2,0,0.130825133644335,69.8795491205845,2.21675920897345
696,0,3,0,0.3248364873479,39.1642305405586,5.05702235241608
696,0,0,0,0.129838008366838,21.3533253632856,5.2660532961377
696,0,1,1,0.458124417733962,22.9672888716714,13.239957268426
696,0,2,0,0.158316230276575,26.0231517389156,1.14546918237653
696,0,1,0,0.0649857106476457,31.4051552433373,3.64601928442253
696,0,3,0,0.322055371110336,14.3577975358702,1.73711100787785
696,0,0,0,0.127593129266831,37.2275171124047,8.31875698343376
696,0,0,0,0.0632992945749623,20.4415877799449,1.1272744743751
696,0,1,0,0.229542983589888,29.1374283843003,2.95086209415642
696,0,0,1,0.227788513966953,95.971062601355,34.7608486260858
696,0,2,0,0.194969189678616,77.9778831688023,3.03485991752825
696,0,3,0,0.160319077467254,154.748313491479,5.45836977579252
696,0,1,1,0.195393852014493,96.634918583239,15.1699605436437
696,0,3,0,0.158943514093098,35.3925784614837,7.84984733059295
696,0,2,1,0.224309335564436,51.2625242883081,2.52239210504205
696,0,2,0,0.257284906601283,38.3740636102583,1.68743958804854
