subj_idx,rwd_pen,stableVar,response,rt,slxn_err,peak_V
0,3,2,0,0.288286400151869,16.0090784342823,0.0501049386482321
0,3,1,1,0.337927771864684,37.1781902656005,0.0394808718709718
0,3,2,0,0.343423079787256,65.7369600528254,0.00939354916251088
0,3,0,0,0.335425284271215,15.3247886725287,0.00247967239056121
0,3,0,1,0.222262553106232,4.69740524328921,0.00424069966644886
0,3,3,1,0.240470268176358,6.57846994548257,0.0018617702286096
0,3,3,1,0.386346512690502,29.3176726226107,0.0102025883063445
0,3,0,1,0.493634300232631,18.0256400539231,0.00977094727529134
0,3,2,0,0.493931072730137,73.2696627775896,0.0363365438862587
0,3,3,1,0.208234539747665,17.4427265323568,0.0182728202998133
0,3,0,0,0.41607549112653,27.0284951089333,0.00343284205265491
0,3,0,0,0.345810544930281,3.48909821105488,0.000888402170662253
0,3,2,1,0.297021791864858,28.0565402173509,0.00753759005418366
0,3,3,0,0.409470558467246,49.9502484919429,0.0157411674169354
0,3,3,1,0.157266453397757,13.1122439601961,0.0162543517044532
0,3,1,0,0.184066108546073,39.8109842588351,0.0329501058508402
0,3,0,0,0.231632982636984,11.4460625126953,0.00979746593225676
0,3,3,1,0.218699622189443,23.578841065517,0.00619264985245899
0,3,0,0,0.436720761935019,42.7513930770046,0.00651486733339273
0,3,3,1,0.198911640876002,34.8747356187114,0.00379517159920543
0,3,1,1,0.183426620629292,37.2169594682407,0.00726639170041422
0,3,0,1,0.216861194898854,52.6465451864553,0.0166952305879505
0,3,1,1,0.235994998887715,54.6996306537336,0.0251165388343674
0,3,2,1,0.21355600688573,55.3347537044824,0.0382661219214885
0,3,3,1,0.170165913987423,53.2483102150171,0.0537858942768515
0,3,3,0,0.283396060105102,67.4432174192463,0.0177704608254909
0,3,2,1,0.292228706613273,38.8316773716937,0.0182911000858692
0,3,2,1,0.18340404217573,25.8129373346152,0.0417740931131293
0,3,2,1,0.146686699647482,31.9602729412214,0.0109401039310907
0,3,0,1,0.308217284411643,56.2214866852609,0.0137436069803437
0,3,0,0,0.316285108290003,5.96654595610446,0.0129486695070539
0,3,0,0,0.209214497306365,17.942684734791,0.014390415158639
0,3,2,1,0.25377132731197,43.1572169278997,0.035622221895449
0,3,1,0,0.173154877377174,14.239736218407,0.00726822942077027
0,3,3,1,0.199168123305155,17.2712958992682,0.00732641622639271
0,3,0,0,0.473901967833393,34.0339984535335,0.0099163416579492
0,3,2,1,0.222351952676044,38.4629889150174,0.0120783776762294
0,3,2,1,0.196758133977182,20.5850671852689,0.0200339197125806
0,3,1,1,0.386211259108627,6.46985340595949,0.00513861331123871
0,3,1,0,0.379658134483669,35.1059547037967,0.0118658585241485
0,3,3,1,0.307944480513364,16.7880118545485,0.00276262949596352
0,3,1,0,0.259813277121272,39.7724652379332,0.00393428670023532
0,3,2,1,0.249932407936824,16.2949133836931,0.00398140036538152
0,3,2,1,0.340102364591935,48.0127129936985,0.00292416054212645
0,3,2,1,0.17580353298834,25.0081849972543,0.0121592510891206
0,3,3,0,0.315641719196677,2.18246964147483,0.0142060970665171
0,3,2,0,0.00809666111090191,26.3954568898137,0.0181175287203824
0,3,3,0,0.290089216974449,47.8958115142167,0.0207718204747136
0,3,0,0,0.162078170518949,12.5968818709202,0.00592690918915989
0,3,1,1,0.726341210490452,30.9073890134706,0.00485930736034028
0,3,2,0,0.267504431795238,19.1298856934858,0.0214413859005349
0,3,1,1,0.148199937578817,28.9563692340495,0.0144591502884683
0,3,3,1,0.163091750466177,23.1782193798781,0.0219742581027432
0,3,2,0,0.220790628142242,16.7423457042725,0.0176552478727402
0,3,0,1,0.151136411938013,48.644599368093,0.0234243788272297
0,3,3,1,0.18063496124961,20.5731999026934,0.0175496124456142
0,3,0,1,0.309076862435345,19.6614620868423,0.00678908612372011
0,3,1,1,0.227130866724934,15.1135866729084,0.00513247659596686
0,3,0,0,0.212194423580721,13.012323275934,0.0285199586317438
0,3,0,1,0.556692862983801,22.0950256860666,5.01660685756332e-05
0,3,2,0,0.140265273494544,52.1791505184639,0.00564675014068215
0,3,1,1,0.230569119261572,49.1537217281517,0.0211852539384883
0,3,1,1,0.165393030916143,18.4735269040629,0.0264437264793529
0,3,0,0,0.191270940056248,7.92793097784835,0.00290821312366224
0,3,0,1,0.125544784051107,51.276564678923,0.069047131331971
0,3,3,0,0.109336928801866,10.5985395666192,0.00762408854242552
0,3,1,1,0.298789406740539,43.005337400814,0.0105216254755762
0,3,3,0,0.191195556400342,41.9852805081079,0.00598806096068651
0,3,2,1,0.296725586617255,42.8959065356507,0.0100298048435121
0,3,3,1,0.211348455696784,9.74014144655367,0.0054172796404349
0,3,3,1,0.535030610040594,34.6257943688856,0.0139775417151217
0,3,0,0,0.145401819796359,17.5565607521143,0.0217377318958195
0,3,1,1,0.215414324203095,69.194454677618,0.0584574161883545
0,3,1,0,0.0939083011901757,3.20929915844382,0.00594481234222023
0,3,1,1,0.574109100057648,15.3850177933891,0.00563515017724432
0,3,3,0,0.12469992046618,76.5381061254445,0.00918736968787071
0,3,2,0,0.288692243883324,24.9075775691289,0.00418286944584035
0,3,0,1,0.639060959538269,53.0173617595355,0.00210886643220566
0,3,2,0,0.173295120896424,38.7548739341146,0.00430376915232293
0,3,1,0,0.186281087646465,31.4009791037443,0.0424956855876261
0,3,1,1,0.0837271186482731,30.4948844524904,0.0178430808406813
0,3,2,0,0.184363420775229,56.5616584852605,0.0134795203392589
0,3,3,0,0.275839370294647,30.5065382370653,0.000888371562945725
0,3,1,1,0.199228870628884,7.89230216299689,0.0162980595002554
0,3,1,1,0.135456361820437,41.3071654821471,0.0138276809376308
0,3,0,0,0.151417943100814,12.7830204202906,0.00264202501542162
0,3,0,1,0.196091403666942,74.8396838919806,0.00511629601014675
0,3,2,0,0.186496629974603,22.8275659571372,0.0289701046426429
0,3,0,0,0.221754661709278,38.5387803512716,0.0034096956963155
0,3,1,1,0.112227513693363,44.7588940506095,0.00546787489555408
0,3,3,0,0.154005636229481,38.1508385056344,0.046832123297854
0,3,3,0,0.163017592671335,77.7611800065462,0.0181130658523705
0,3,1,1,0.137990723599368,25.5972429994137,0.0112486991459905
0,3,1,0,0.0531745800376868,1.77866845332015,0.0216384687047946
0,3,3,1,0.213598606352827,16.3489723027059,0.0112834021636999
0,3,2,0,0.136923295833033,41.3148500579467,0.00740797787912924
0,2,1,0,0.171765151763822,39.7169635420015,0.0264445985286351
0,2,2,0,0.207744776589932,13.0399760316866,0.00271415326001471
0,2,2,1,0.15834585980508,40.6895204740899,0.0214295225177683
0,2,0,0,0.168254019766794,8.01810043937974,0.00490521907991844
0,2,1,0,0.174551305706389,12.6922211214919,0.00485483977840956
0,2,2,1,0.232084693555529,19.5826375632168,0.00243797003193484
0,2,2,1,0.145712023588715,33.4664986061692,0.0277944861548984
0,2,2,0,0.172723651299295,36.8531315212264,0.00696746282157654
0,2,1,1,0.213493677119612,21.0285557474494,0.00494512103381113
0,2,1,0,0.155189518555314,7.86903820687244,0.00358301918742428
0,2,0,1,0.297727545597079,23.2525220734684,0.00327283789342299
0,2,3,0,0.136074705373592,48.9313309418243,0.0032595746634544
0,2,2,0,0.340055495837019,28.5355270890586,0.00061377426871168
0,2,1,1,0.216439379975998,25.5728854223807,0.0132355914834752
