,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(1.0.0.85).8.0,3.76313331098,0.482439999972,2.79625100503,3.44810606625,3.75698914071,4.08300536652,4.68524849651,0.0182883000198
v_subj(1.0.0.85).9.0,1.30848604345,0.324612707428,0.661638933899,1.09107446114,1.31764751814,1.52622946738,1.952112979,0.0099164766277
v_subj(1.0.0.85).10.0,3.77867394502,0.306370690011,3.20464020083,3.56707253349,3.76443533454,3.98387394036,4.39331811953,0.0173346603218
v_subj(1.0.0.85).12.0,5.73394204777,0.541424738696,4.69993690667,5.35724640374,5.71037372823,6.10227503506,6.84091123508,0.027287553896
v_subj(1.0.0.85).13.0,2.3540661149,0.424959224453,1.54167223493,2.06917470196,2.34438919415,2.62429280935,3.21386785984,0.0145084556653
v_subj(1.0.0.85).14.0,5.75726505163,0.465917284948,4.85337802568,5.43968312892,5.76367949211,6.08016604854,6.65881624238,0.016573601046
v_subj(1.0.0.85).15.0,-0.985116207214,0.334074694896,-1.64938952729,-1.20266321677,-0.976699351139,-0.7641820197,-0.325871336887,0.0109588292392
v_subj(1.0.0.85).16.0,-2.54587032012,0.373428196988,-3.27733174434,-2.8087017041,-2.54328616097,-2.28789291604,-1.81568477074,0.0121499795169
v_subj(1.0.0.85).17.0,5.977332285,0.546443382078,4.88997329001,5.60723677441,5.98196407542,6.32609582292,7.08090420088,0.0226303451379
v_subj(1.0.0.85).19.0,3.20460550216,0.375978607588,2.4639926485,2.95699380081,3.20759405721,3.46125142596,3.92769791541,0.0237320692712
v_subj(1.0.0.85).20.0,5.14520692899,0.558849003457,4.09573137815,4.752544209,5.14425635613,5.52288411861,6.27558593984,0.0218031540533
v_subj(2.0.0.15).2.0,-4.96304404579,0.492145135957,-5.89740942499,-5.30703716169,-4.97318708105,-4.6455160177,-3.96995149161,0.0169885052483
v_subj(2.0.0.15).3.0,-4.77978483135,0.434410276196,-5.65484062049,-5.05365912077,-4.77955699567,-4.48853024026,-3.91468001833,0.0179646902352
v_subj(2.0.0.15).4.0,-2.14141379993,0.308553298206,-2.76254841269,-2.35352731789,-2.13359192272,-1.92405333181,-1.5690743723,0.0108358601655
v_subj(2.0.0.15).5.0,-7.22098332941,0.652655781503,-8.54489972805,-7.64360485738,-7.21409946991,-6.77646516921,-5.98655370103,0.0297799142836
v_subj(2.0.0.15).7.0,-1.52415421121,0.336203675483,-2.2001936035,-1.74294386392,-1.52332028291,-1.28831910244,-0.881532038908,0.0108332821169
v_subj(2.0.0.15).8.0,-3.52978262239,0.390984757586,-4.28868176609,-3.79623600032,-3.52297730394,-3.25761802109,-2.76540461486,0.0116977973418
v_subj(2.0.0.15).9.0,-3.26454123541,0.383422048723,-4.00855144755,-3.52261308763,-3.25304593566,-3.00861816749,-2.49276012841,0.0125584746369
v_subj(2.0.0.15).10.0,-4.76627173038,0.400888650279,-5.60162003824,-5.02953049102,-4.74280766576,-4.50014750833,-3.96971324441,0.0201725664983
v_subj(2.0.0.15).12.0,-4.14388611324,0.472184828812,-5.10264007301,-4.4494075097,-4.15984966781,-3.82876296429,-3.23557169826,0.0249673050106
v_subj(2.0.0.15).13.0,-4.46031776432,0.417741029308,-5.28922729325,-4.74318376624,-4.45207548656,-4.17122865989,-3.65386648783,0.0134208252436
v_subj(2.0.0.15).14.0,-3.72882479308,0.37381406748,-4.439352125,-3.98562136264,-3.73610266057,-3.46008402952,-2.99417533474,0.0136722774213
v_subj(2.0.0.15).15.0,-5.50616088644,0.634189291293,-6.73827266569,-5.95213028117,-5.50917274797,-5.05026999427,-4.29698565257,0.0315749341857
v_subj(2.0.0.15).16.0,-4.44889743931,0.413768224022,-5.25941911344,-4.72840958982,-4.45242828752,-4.16803182555,-3.64129904237,0.0143919842698
v_subj(2.0.0.15).17.0,-4.02422166766,0.426169724498,-4.87781355773,-4.31025388099,-4.01741862787,-3.74462211304,-3.15802326439,0.0146973750117
v_subj(2.0.0.15).19.0,-4.13616705196,0.341478773359,-4.81208615032,-4.36746028645,-4.1275952883,-3.89607434208,-3.48550345937,0.0180288739485
v_subj(2.0.0.15).20.0,-2.91597343566,0.350290895956,-3.59260191765,-3.15000483461,-2.90270671634,-2.68770471193,-2.21591402518,0.0107984698297
v_subj(2.0.0.3).2.0,-0.800275901109,0.272304676752,-1.34326188868,-0.982517338908,-0.792576299291,-0.623047484479,-0.24845745596,0.00635283192166
v_subj(2.0.0.3).3.0,-4.29376526527,0.51820785778,-5.30883343987,-4.66740525812,-4.27958922675,-3.93071272211,-3.3314238502,0.0217677338181
v_subj(2.0.0.3).4.0,-0.574178979282,0.261403147295,-1.09816533153,-0.749604028336,-0.573132873384,-0.40483069379,-0.053719962972,0.0078021861713
v_subj(2.0.0.3).5.0,-4.84127877226,0.511161186108,-5.8837040247,-5.1676363025,-4.82906200383,-4.49881017153,-3.85987730984,0.0172843807235
v_subj(2.0.0.3).7.0,-2.26414344574,0.38015944872,-2.97418571942,-2.53129343789,-2.27353582388,-1.99439215735,-1.52842798581,0.0101558148539
v_subj(2.0.0.3).8.0,-1.23741641722,0.335294648962,-1.90935616842,-1.46249076372,-1.24221406956,-1.01931906182,-0.539357919948,0.00966820138885
v_subj(2.0.0.3).9.0,-3.90827152232,0.495316382573,-4.88996753606,-4.23532339893,-3.90372950134,-3.57871387455,-2.9326926546,0.0221753008878
v_subj(2.0.0.3).10.0,-3.51537116055,0.323150614416,-4.17986038942,-3.72628487222,-3.49380042196,-3.29930314278,-2.91881616277,0.0165992305866
v_subj(2.0.0.3).12.0,-5.18728013576,0.549111945932,-6.30053882035,-5.5583863009,-5.17868811896,-4.81615746947,-4.14531104927,0.0297491435685
v_subj(2.0.0.3).13.0,-4.36970750131,0.443356138453,-5.19590424963,-4.66988511506,-4.37449100464,-4.07068918098,-3.46096593961,0.0164288577081
v_subj(2.0.0.3).14.0,-3.6606825597,0.385808736979,-4.43214187297,-3.91352812158,-3.65708725304,-3.41539323313,-2.89606890398,0.0156852791485
v_subj(2.0.0.3).15.0,-0.887959902872,0.178570750926,-1.23492644459,-1.00874064472,-0.895217685084,-0.765861445112,-0.528024930294,0.0053942483876
v_subj(2.0.0.3).16.0,-4.30658285105,0.446098372698,-5.18159734291,-4.60186479386,-4.2907217884,-4.0084957406,-3.41352191252,0.0169417167926
v_subj(2.0.0.3).17.0,-2.30571571614,0.387153478416,-3.10175819477,-2.56740331561,-2.30180946682,-2.04697462279,-1.55923776633,0.0130461128329
v_subj(2.0.0.3).19.0,-4.94509489155,0.419232551357,-5.76609383126,-5.22753523339,-4.9406127546,-4.65619617275,-4.10629358907,0.0203672906183
v_subj(2.0.0.3).20.0,-1.5949307915,0.329132448558,-2.23182251127,-1.81944997691,-1.59051630428,-1.36427260419,-0.946757339895,0.0116364736246
v_subj(2.0.0.7).2.0,-1.21149169151,0.518069330915,-2.21816507997,-1.5565342864,-1.22054284133,-0.867745656371,-0.165600859411,0.017485795759
v_subj(2.0.0.7).3.0,6.31340149438,0.531384061563,5.25340705695,5.95808241652,6.30161670491,6.67557575348,7.36715074569,0.0220299181368
v_subj(2.0.0.7).4.0,2.03613499293,0.3609943114,1.34739144875,1.79043836172,2.03582846486,2.28329199134,2.76779366732,0.0127965001073
v_subj(2.0.0.7).5.0,5.04496463054,0.549512543393,3.97987910126,4.65746385543,5.03957589154,5.42089866178,6.09385928893,0.0215122447832
v_subj(2.0.0.7).7.0,3.90953911066,0.40528949911,3.11622823986,3.63726088677,3.9012373039,4.18676255639,4.6988981937,0.0134479179012
v_subj(2.0.0.7).8.0,0.170970349031,0.418227665589,-0.637127504877,-0.132873042159,0.171104651537,0.461222781962,1.00308186741,0.0144847283596
v_subj(2.0.0.7).9.0,2.03076747174,0.392007663747,1.26701761332,1.76414420637,2.03136860332,2.2938416281,2.80778343429,0.0122803340732
v_subj(2.0.0.7).10.0,4.66787289678,0.408329771625,3.89917190217,4.38312974857,4.65343556314,4.93169044229,5.5295259116,0.0201931509628
v_subj(2.0.0.7).12.0,5.44305965468,0.564669807115,4.42771925994,5.05189296687,5.42472872834,5.80398093414,6.59748834956,0.0310226298156
v_subj(2.0.0.7).13.0,2.1778980152,0.46187969945,1.30184430458,1.86301637054,2.15916060026,2.4789958371,3.12479219357,0.0135222221793
v_subj(2.0.0.7).14.0,1.09186792824,0.3134116344,0.489014538771,0.883663769656,1.0824929959,1.30769146614,1.71167448552,0.0106160999063
v_subj(2.0.0.7).15.0,-0.867437382961,0.27409195784,-1.39962984313,-1.05775005214,-0.869068234607,-0.683834145354,-0.300500154445,0.00847466684301
v_subj(2.0.0.7).16.0,-2.03017177911,0.325061532669,-2.68138080568,-2.25368777195,-2.03109679025,-1.80057300618,-1.38387595205,0.0104023123735
v_subj(2.0.0.7).17.0,2.06512413314,0.402554703939,1.20735367168,1.80991605798,2.06292867163,2.33793928407,2.84313379608,0.0128564558593
v_subj(2.0.0.7).19.0,4.46604427972,0.378649281158,3.73889720462,4.21340184052,4.46415353438,4.72328414213,5.20549749647,0.0196348933254
v_subj(2.0.0.7).20.0,4.06404938192,0.396819186174,3.31288865169,3.79033021654,4.06946864378,4.34450960894,4.82637681228,0.0142268094205
v_subj(2.0.0.85).2.0,7.6598475719,0.702763028114,6.33703401635,7.15862274191,7.66098770533,8.16490311845,9.0071442392,0.0322656066335
v_subj(2.0.0.85).3.0,5.07036206513,0.52559391577,3.99402176187,4.71490340731,5.09283509705,5.43551607762,6.07220296532,0.0242049084587
v_subj(2.0.0.85).4.0,4.81302356472,0.427054759958,3.9667266947,4.51648038957,4.81549842216,5.11433755859,5.63595362883,0.0146985902077
v_subj(2.0.0.85).5.0,8.09088256245,0.729427537894,6.6542124269,7.60496110031,8.08846512438,8.57710481468,9.52222677518,0.0358530185077
v_subj(2.0.0.85).7.0,1.55606553748,0.447143021987,0.700547715184,1.25110766843,1.56398005449,1.84921789338,2.42412647492,0.0164013730925
v_subj(2.0.0.85).8.0,3.77584988528,0.540104111775,2.71568294989,3.41487944908,3.76816811221,4.13747004877,4.84541956405,0.018003329848
v_subj(2.0.0.85).9.0,3.35245583323,0.480394342159,2.43786530116,3.04391076549,3.34622188813,3.67479218129,4.29299296881,0.0170018006386
v_subj(2.0.0.85).10.0,2.81831429996,0.25788217776,2.29545899019,2.65768200856,2.82122866087,2.98394299441,3.33423011658,0.0128074549314
v_subj(2.0.0.85).12.0,4.85649882722,0.495773870937,3.86692500954,4.52110125784,4.85717240152,5.17648116042,5.86276945694,0.0234004245038
v_subj(2.0.0.85).13.0,6.07164243496,0.588081890662,4.96511595583,5.66805872099,6.0630392927,6.4585331406,7.25134015555,0.025707577709
v_subj(2.0.0.85).14.0,5.72130528973,0.478247682059,4.79133486201,5.39907673839,5.71026754909,6.04779842803,6.70189250283,0.0196024519874
v_subj(2.0.0.85).15.0,-0.398429624957,0.423692155305,-1.24518015002,-0.67634519001,-0.394076908908,-0.100508022027,0.406000147628,0.014978761651
v_subj(2.0.0.85).16.0,-1.93508011335,0.381559141358,-2.66067843985,-2.20811599992,-1.91316338527,-1.68399565405,-1.19717592956,0.0126680735797
v_subj(2.0.0.85).17.0,5.48954875529,0.449927023203,4.60011625545,5.19400311444,5.49432322108,5.79414704947,6.35591354597,0.0156016222989
v_subj(2.0.0.85).19.0,10.751660103,0.881740420379,9.06263658174,10.146318748,10.7493547722,11.3679938006,12.4350144426,0.0664950436294
v_subj(2.0.0.85).20.0,5.00093007804,0.466660064816,4.05761851507,4.69846370986,5.0128383862,5.31719733622,5.8997046609,0.019943516394
t,0.0520084009362,0.0104481282497,0.038499238925,0.0455821567041,0.0499234785267,0.0558802077257,0.0794193809471,0.00062033094678
t_std,0.0308149912189,0.0138546815052,0.0168669089397,0.0229350067401,0.0270439735042,0.0341572458468,0.0708347483336,0.000895824571457
t_subj.2,0.0820285830677,0.00109348930794,0.0797514451683,0.0813444321795,0.0820589849659,0.0827925969994,0.0841210135069,4.79409557478e-05
t_subj.3,0.0281791203942,0.00305181035529,0.0219893133309,0.0261640087686,0.0282523023119,0.0303176020841,0.0339398271426,0.000203608479538
t_subj.4,0.0325600338209,0.00220280474803,0.0280124644115,0.0311352354359,0.0326354324783,0.0340515352269,0.0367336414246,9.57445011518e-05
t_subj.5,0.0792630105735,0.00121054645305,0.0768308092931,0.07846065092,0.0792644261776,0.0801290701657,0.0815379177475,6.58033881025e-05
t_subj.7,0.0457223785162,0.00124644537962,0.043168015925,0.0448967219499,0.0457176461737,0.0466132857211,0.0480636996023,4.58835093274e-05
t_subj.8,0.0500309371813,0.00101773452365,0.0479219072572,0.0493576486699,0.0500842892825,0.0507616396768,0.0518625589971,3.29659484325e-05
t_subj.9,0.0433847947401,0.002435328137,0.0377484279726,0.0421599014157,0.0438566630146,0.044987986405,0.0472771976911,0.000183060449114
t_subj.10,0.0127577280163,0.00552183932792,0.00292545766235,0.008653564561,0.0124689744707,0.0165273182171,0.0242565187375,0.000365338883867
t_subj.12,0.0331585316316,0.00423466424676,0.0229708920487,0.0307711946411,0.0335470915941,0.0360062526173,0.0402529894137,0.000367608388893
t_subj.13,0.0450715566842,0.00146702178739,0.0422010293138,0.0440573779495,0.0451042713348,0.0461365199459,0.0476803335653,6.44920369476e-05
t_subj.14,0.0290541669583,0.00255092533162,0.0237103125471,0.0273150006058,0.0291786221153,0.0308706061806,0.0336448214102,0.000137248253263
t_subj.15,0.0709082169987,0.00247668503245,0.0660034349733,0.0692562179726,0.0709692375438,0.0725958249182,0.0757218093446,0.000122529945229
t_subj.16,0.0369630550624,0.00199321560334,0.0328440905118,0.0356612923485,0.0370297870483,0.0383601080735,0.0407593943389,0.000108528453593
t_subj.17,0.0787677004901,0.00139243414088,0.0758070928933,0.0779194069698,0.0788358326292,0.0797015349881,0.0813585570611,6.2214509666e-05
t_subj.19,0.0162249470089,0.00582808490357,0.0053049643545,0.0117944738283,0.016317055806,0.0204576099413,0.0274436999959,0.00043738967574
t_subj.20,0.0374714015867,0.00220902781724,0.0327932150157,0.0360442605302,0.03757559176,0.0390331834648,0.0416249719782,0.000121327512429
z(1.0.0.15),0.544133131554,0.0206019547778,0.503855757594,0.530251746578,0.544322762346,0.557792578059,0.586451310511,0.000801012255208
z(1.0.0.3),0.50395480946,0.0209082813305,0.463701619841,0.490118419036,0.503724560082,0.517896367119,0.545069769367,0.000733228730612
z(1.0.0.7),0.503092013099,0.0205601743877,0.462227282786,0.489126425017,0.503036931946,0.51738183059,0.543235666854,0.000671756880774
z(1.0.0.85),0.436418868074,0.0204890310528,0.395722661539,0.422517141077,0.4364280986,0.449967530416,0.475874750527,0.000703463740618
z(2.0.0.15),0.569339243781,0.0206214075475,0.528651122172,0.555846570647,0.568964026599,0.583243837916,0.609332514254,0.000727051685106
z(2.0.0.3),0.503450077296,0.0206787113453,0.464104847794,0.489064964782,0.503358497627,0.517118841348,0.544495469846,0.000692434862708
z(2.0.0.7),0.489570354746,0.0210664961746,0.447568304027,0.474781996882,0.490384213395,0.504043324688,0.530221326724,0.000750754911244
z(2.0.0.85),0.435573377527,0.0211703410527,0.3941955052,0.421554802408,0.43535082833,0.45020359893,0.476691092689,0.000794116051143
z_std,0.291546723488,0.0199646036017,0.253033452631,0.277951200543,0.291588767872,0.304655919551,0.331575491801,0.000803947311672
z_subj(1.0.0.15).2.0,0.626376423599,0.0384706547683,0.547817072166,0.601735038103,0.626451010263,0.653531922065,0.699655576961,0.00146166838258
z_subj(1.0.0.15).3.0,0.489605427927,0.0330684866455,0.425416606393,0.467216061714,0.489527284491,0.512074915838,0.55683802524,0.00123576084206
z_subj(1.0.0.15).4.0,0.503876565732,0.0342725141041,0.437655853651,0.481014512218,0.502321517615,0.526231648611,0.57655941323,0.00128336600577
z_subj(1.0.0.15).5.0,0.635072527103,0.0357346043326,0.562095224052,0.612705243886,0.636102359484,0.658991206044,0.704478955771,0.00140679463177
